date,consumer_discretionary_avg,consumer_staples_avg,energy_avg,financials_avg,health_care_avg,industrials_avg,information_technology_avg,materials_avg,real_estate_avg,telecommunication_services_avg,utilities_avg
2011-07-13,63.63689041137695,50.73161315917969,67.33233642578125,46.693809509277344,62.652103424072266,56.78704833984375,62.57920837402344,65.66130828857422,58.40666580200195,33.87999725341797,36.556427001953125
2011-07-14,63.12844467163086,50.48612976074219,66.61033630371094,46.219207763671875,62.32298278808594,56.02164077758789,61.721588134765625,65.017822265625,57.81121063232422,33.72999954223633,36.395713806152344
2011-07-15,63.26675796508789,50.829193115234375,69.25133514404297,46.2014274597168,62.26175308227539,56.15705108642578,63.18269729614258,65.5295639038086,58.46060562133789,33.564998626708984,36.474998474121094
2011-07-18,62.76803970336914,50.42903137207031,68.82066345214844,45.443809509277344,61.73684310913086,55.45294952392578,62.69865036010742,64.69608306884766,58.055755615234375,33.415000915527344,36.10035705566406
2011-07-19,64.04594421386719,51.21644973754883,70.43233489990234,45.94950866699219,62.76148986816406,56.247047424316406,64.19112396240234,65.4882583618164,59.07181930541992,33.650001525878906,36.3889274597168
2011-07-20,63.582027435302734,51.15838623046875,70.26933288574219,46.16841125488281,62.88035202026367,56.35065460205078,63.65309524536133,65.48173522949219,59.409698486328125,33.779998779296875,36.6207160949707
2011-07-21,63.87236404418945,51.54096603393555,71.538330078125,47.16912841796875,63.804649353027344,57.27745819091797,63.515316009521484,66.45521545410156,59.8687858581543,33.92499923706055,37.21392822265625
2011-07-22,64.15946197509766,51.482582092285156,72.01399993896484,47.06127166748047,63.569122314453125,56.89311599731445,64.32737731933594,66.01043701171875,60.152122497558594,33.529998779296875,36.99106979370117
2011-07-25,63.689727783203125,50.97548294067383,71.67933654785156,46.7928581237793,62.581050872802734,56.84721374511719,64.29254150390625,65.92434692382812,59.53606033325195,33.06500244140625,37.076072692871094
2011-07-26,63.52175521850586,50.84000015258789,71.4626693725586,46.79991912841797,61.819297790527344,55.87958908081055,64.25127410888672,65.40043640136719,59.560604095458984,33.11000061035156,36.913570404052734
2011-07-27,62.13842010498047,50.18903350830078,69.93800354003906,45.63968276977539,60.1985969543457,54.27737808227539,62.467857360839844,64.06173706054688,57.953941345214844,33.084999084472656,36.70500183105469
2011-07-28,62.0845947265625,50.15806579589844,70.11466979980469,45.83706283569336,60.086402893066406,53.59819793701172,62.43158721923828,63.95174026489258,58.185455322265625,32.459999084472656,36.449642181396484
2011-07-29,62.13581085205078,49.84870910644531,69.51966857910156,45.83301544189453,60.33173751831055,53.406558990478516,61.857303619384766,63.489131927490234,58.27727127075195,32.275001525878906,36.05714416503906
2011-08-01,61.91378402709961,49.6530647277832,69.52066802978516,45.6297607421875,59.07245635986328,52.945247650146484,61.737064361572266,63.41043472290039,57.64424133300781,32.69499969482422,36.112857818603516
2011-08-02,59.54770278930664,48.878387451171875,67.37200164794922,44.48920822143555,57.688594818115234,51.109344482421875,60.28587341308594,61.196956634521484,55.862728118896484,32.334999084472656,35.49856948852539
2011-08-03,60.237701416015625,49.10048294067383,66.81866455078125,44.78523635864258,57.81210708618164,51.64442443847656,61.685951232910156,61.661739349365234,55.822120666503906,32.73500061035156,35.4903564453125
2011-08-04,56.954322814941406,47.281612396240234,61.72999954223633,42.5303955078125,55.14394760131836,48.79319763183594,58.788490295410156,58.002174377441406,53.10575866699219,31.849998474121094,34.27821350097656
2011-08-05,57.75932312011719,48.16838836669922,60.94333267211914,42.07904815673828,55.13070297241211,48.73737716674805,58.422698974609375,58.13217544555664,51.91969680786133,31.989999771118164,34.57857131958008
2011-08-08,53.87662124633789,45.9954833984375,55.43766784667969,38.327938079833984,51.56824493408203,45.228031158447266,54.5528564453125,54.205650329589844,47.77969741821289,30.40999984741211,32.619285583496094
2011-08-09,56.56222915649414,47.397098541259766,58.88166809082031,41.03587341308594,53.95929718017578,47.649017333984375,57.44563293457031,57.14826202392578,52.173030853271484,31.56999969482422,33.8321418762207
2011-08-10,54.66648483276367,46.08580780029297,57.1696662902832,38.19587326049805,51.750877380371094,45.33262252807617,55.20579528808594,55.25956344604492,51.0709114074707,30.770000457763672,33.16035842895508
2011-08-11,56.88986587524414,47.718387603759766,60.4109992980957,40.709285736083984,54.1296501159668,47.63737869262695,57.60174560546875,58.2330436706543,53.64757537841797,31.529998779296875,34.618927001953125
2011-08-12,57.781620025634766,48.16354751586914,60.580665588378906,40.30801773071289,54.942718505859375,48.43967056274414,58.009761810302734,58.80999755859375,53.54939270019531,31.259998321533203,34.39321517944336
2011-08-15,58.563716888427734,48.59580612182617,62.711334228515625,41.347381591796875,56.01491165161133,49.253360748291016,58.81150817871094,59.71173858642578,55.184242248535156,31.93000030517578,35.56357192993164
2011-08-16,57.77243423461914,48.53338623046875,61.3206672668457,40.603492736816406,55.50745391845703,48.58262252807617,57.84904861450195,58.803043365478516,54.89424133300781,31.83500099182129,35.433570861816406
